   1: UNIQUE_HIDEOUT                                                   : Hideout Construction Kit
7777: T4_2H_NATURESTAFF_KEEPER                                         : Adept's Rampant Staf7776f
7778: T4_2H_NATURESTAFF_KEEPER@1                                       : Adept's Rampant Staf7777f
7779: T4_2H_NATURESTAFF_KEEPER@2                                       : Adept's Rampant Staf7778f
7780: T4_2H_NATURESTAFF_KEEPER@3                                       : Adept's Rampant Staf7779f
7781: T4_2H_NATURESTAFF_KEEPER@4                                       : Adept's Rampant Staf7780f
7782: T5_2H_NATURESTAFF_KEEPER                                         : Expert's Rampant Sta7781ff
7783: T5_2H_NATURESTAFF_KEEPER@1                                       : Expert's Rampant Sta7782ff
7784: T5_2H_NATURESTAFF_KEEPER@2                                       : Expert's Rampant Sta7783ff
7785: T5_2H_NATURESTAFF_KEEPER@3                                       : Expert's Rampant Sta7784ff
7786: T5_2H_NATURESTAFF_KEEPER@4                                       : Expert's Rampant Sta7785ff
7787: T6_2H_NATURESTAFF_KEEPER                                         : Master's Rampant Sta7786ff
7788: T6_2H_NATURESTAFF_KEEPER@1                                       : Master's Rampant Sta7787ff
7789: T6_2H_NATURESTAFF_KEEPER@2                                       : Master's Rampant Sta7788ff
7790: T6_2H_NATURESTAFF_KEEPER@3                                       : Master's Rampant Sta7789ff
7791: T6_2H_NATURESTAFF_KEEPER@4                                       : Master's Rampant Sta7790ff
7792: T7_2H_NATURESTAFF_KEEPER                                         : Grandmaster's Rampan7791t Staff
7793: T7_2H_NATURESTAFF_KEEPER@1                                       : Grandmaster's Rampan7792t Staff
7794: T7_2H_NATURESTAFF_KEEPER@2                                       : Grandmaster's Rampan7793t Staff
7795: T7_2H_NATURESTAFF_KEEPER@3                                       : Grandmaster's Rampan7794t Staff
7796: T7_2H_NATURESTAFF_KEEPER@4                                       : Grandmaster's Rampan7795t Staff
7797: T8_2H_NATURESTAFF_KEEPER                                         : Elder's Rampant Staf7796f
7798: T8_2H_NATURESTAFF_KEEPER@1                                       : Elder's Rampant Staf7797f
7799: T8_2H_NATURESTAFF_KEEPER@2                                       : Elder's Rampant Staf7798f
7800: T8_2H_NATURESTAFF_KEEPER@3                                       : Elder's Rampant Staf7799f
7801: T8_2H_NATURESTAFF_KEEPER@4                                       : Elder's Rampant Staf7800f
7802: T4_MAIN_NATURESTAFF_AVALON                                       : Adept's Ironroot Sta7801ff
7803: T4_MAIN_NATURESTAFF_AVALON@1                                     : Adept's Ironroot Sta7802ff
7804: T4_MAIN_NATURESTAFF_AVALON@2                                     : Adept's Ironroot Sta7803ff
7805: T4_MAIN_NATURESTAFF_AVALON@3                                     : Adept's Ironroot Sta7804ff
7806: T4_MAIN_NATURESTAFF_AVALON@4                                     : Adept's Ironroot Sta7805ff
7807: T5_MAIN_NATURESTAFF_AVALON                                       : Expert's Ironroot St7806aff
7808: T5_MAIN_NATURESTAFF_AVALON@1                                     : Expert's Ironroot St7807aff
7809: T5_MAIN_NATURESTAFF_AVALON@2                                     : Expert's Ironroot St7808aff
7810: T5_MAIN_NATURESTAFF_AVALON@3                                     : Expert's Ironroot St7809aff
7811: T5_MAIN_NATURESTAFF_AVALON@4                                     : Expert's Ironroot St7810aff
7812: T6_MAIN_NATURESTAFF_AVALON                                       : Master's Ironroot St7811aff
7813: T6_MAIN_NATURESTAFF_AVALON@1                                     : Master's Ironroot St7812aff
7814: T6_MAIN_NATURESTAFF_AVALON@2                                     : Master's Ironroot St7813aff
7815: T6_MAIN_NATURESTAFF_AVALON@3                                     : Master's Ironroot St7814aff
7816: T6_MAIN_NATURESTAFF_AVALON@4                                     : Master's Ironroot St7815aff
7817: T7_MAIN_NATURESTAFF_AVALON                                       : Grandmaster's Ironro7816ot Staff
7818: T7_MAIN_NATURESTAFF_AVALON@1                                     : Grandmaster's Ironro7817ot Staff
7819: T7_MAIN_NATURESTAFF_AVALON@2                                     : Grandmaster's Ironro7818ot Staff
7820: T7_MAIN_NATURESTAFF_AVALON@3                                     : Grandmaster's Ironro7819ot Staff
7821: T7_MAIN_NATURESTAFF_AVALON@4                                     : Grandmaster's Ironro7820ot Staff
7822: T8_MAIN_NATURESTAFF_AVALON                                       : Elder's Ironroot Sta7821ff
7823: T8_MAIN_NATURESTAFF_AVALON@1                                     : Elder's Ironroot Sta7822ff
7824: T8_MAIN_NATURESTAFF_AVALON@2                                     : Elder's Ironroot Sta7823ff
7825: T8_MAIN_NATURESTAFF_AVALON@3                                     : Elder's Ironroot Sta7824ff
7826: T8_MAIN_NATURESTAFF_AVALON@41                                     : Elder's Ironroot St7825aff
7827: d40                                       : Adept's Ironroot Staff                     7826
7828: d41                                     : Adept's Ironroot Staff                       7827
7829: d42                                     : Adept's Ironroot Staff                       7828
7830: d43                                     : Adept's Ironroot Staff                       7829
7831: d44                                    : Adept's Ironroot Staff                        7830
7832: d50                                       : Expert's Ironroot Staff                    7831
7833: d51                                    : Expert's Ironroot Staff                       7832
7834: d52                                     : Expert's Ironroot Staff                      7833
7835: d53                                     : Expert's Ironroot Staff                      7834
7836: d54                                     : Expert's Ironroot Staff                      7835
7837: d60                                       : Master's Ironroot Staff                    7836
7838: d61                                     : Master's Ironroot Staff                      7837
7839: d62                                    : Master's Ironroot Staff                       7838
7840: d63                                     : Master's Ironroot Staff                      7839
7841: d64                                  : Master's Ironroot Staff                         7840
7842: d70                                      : Grandmaster's Ironroot Staff                7841
7843: d71                                    : Grandmaster's Ironroot Staff                  7842
7844: d72                                     : Grandmaster's Ironroot Staff                 7843
7845: d73                                    : Grandmaster's Ironroot Staff                  7844
7846: d74                                    : Grandmaster's Ironroot Staff                  7845
7847: d80                                      : Elder's Ironroot Staff                      7846
7848: d81                                     : Elder's Ironroot Staff                       7847
7849: d82                                     : Elder's Ironroot Staff                       7848
7850: d83                                   : Elder's Ironroot Staff                         7849
7851: d84                                                                                    7850
7852: T3_MAIN_DAGGER                                                   : Journeyman's Dagger 7851
7853: T4_MAIN_DAGGER                                                   : Adept's Dagger      7852
7854: T4_MAIN_DAGGER@1                                                 : Adept's Dagger      7853
7855: T4_MAIN_DAGGER@2                                                 : Adept's Dagger      7854
7856: T4_MAIN_DAGGER@3                                                 : Adept's Dagger      7855
7857: T4_MAIN_DAGGER@4                                                 : Adept's Dagger      7856
7858: T5_MAIN_DAGGER                                                   : Expert's Dagger     7857
7859: T5_MAIN_DAGGER@1                                                 : Expert's Dagger     7858
7860: T5_MAIN_DAGGER@2                                                 : Expert's Dagger     7859
7861: T5_MAIN_DAGGER@3                                                 : Expert's Dagger     7860
7862: T5_MAIN_DAGGER@4                                                 : Expert's Dagger     7861
7863: T6_MAIN_DAGGER                                                   : Master's Dagger     7862
7864: T6_MAIN_DAGGER@1                                                 : Master's Dagger     7863
7865: T6_MAIN_DAGGER@2                                                 : Master's Dagger     7864
7866: T6_MAIN_DAGGER@3                                                 : Master's Dagger     7865
7867: T6_MAIN_DAGGER@4                                                 : Master's Dagger     7866
7868: T7_MAIN_DAGGER                                                   : Grandmaster's Dagger7867
7869: T7_MAIN_DAGGER@1                                                 : Grandmaster's Dagger7868
7870: T7_MAIN_DAGGER@2                                                 : Grandmaster's Dagger7869
7871: T7_MAIN_DAGGER@3                                                 : Grandmaster's Dagger7870
7872: T7_MAIN_DAGGER@4                                                 : Grandmaster's Dagger7871
7873: T8_MAIN_DAGGER                                                   : Elder's Dagger      7872
7874: T8_MAIN_DAGGER@1                                                 : Elder's Dagger      7873
7875: T8_MAIN_DAGGER@2                                                 : Elder's Dagger      7874
7876: T8_MAIN_DAGGER@3                                                 : Elder's Dagger      7875
7877: T8_MAIN_DAGGER@4                                                 : Elder's Dagger      7876
7878: T4_2H_DAGGERPAIR                                                 : Adept's Dagger Pair 7877
7879: T4_2H_DAGGERPAIR@1                                               : Adept's Dagger Pair 7878
7880: T4_2H_DAGGERPAIR@2                                               : Adept's Dagger Pair 7879
7881: T4_2H_DAGGERPAIR@3                                               : Adept's Dagger Pair 7880
7882: T4_2H_DAGGERPAIR@4                                               : Adept's Dagger Pair 7881
7883: T5_2H_DAGGERPAIR                                                 : Expert's Dagger Pair7882
7884: T5_2H_DAGGERPAIR@1                                               : Expert's Dagger Pair7883
7885: T5_2H_DAGGERPAIR@2                                               : Expert's Dagger Pair7884
7886: T5_2H_DAGGERPAIR@3                                               : Expert's Dagger Pair7885
7887: T5_2H_DAGGERPAIR@4                                               : Expert's Dagger Pair7886
7888: T6_2H_DAGGERPAIR                                                 : Master's Dagger Pair7887
7889: T6_2H_DAGGERPAIR@1                                               : Master's Dagger Pair7888
7890: T6_2H_DAGGERPAIR@2                                               : Master's Dagger Pair7889
7891: T6_2H_DAGGERPAIR@3                                               : Master's Dagger Pair7890
7892: T6_2H_DAGGERPAIR@4                                               : Master's Dagger Pair7891
7893: T7_2H_DAGGERPAIR                                                 : Grandmaster's Dagger7892 Pair
7894: T7_2H_DAGGERPAIR@1                                               : Grandmaster's Dagger7893 Pair
7895: T7_2H_DAGGERPAIR@2                                               : Grandmaster's Dagger7894 Pair
7896: T7_2H_DAGGERPAIR@3                                               : Grandmaster's Dagger7895 Pair
7897: T7_2H_DAGGERPAIR@4                                               : Grandmaster's Dagger7896 Pair
7898: T8_2H_DAGGERPAIR                                                 : Elder's Dagger Pair 7897
7899: T8_2H_DAGGERPAIR@1                                               : Elder's Dagger Pair 7898
7900: T8_2H_DAGGERPAIR@2                                               : Elder's Dagger Pair 7899
7901: T8_2H_DAGGERPAIR@3                                               : Elder's Dagger Pair 7900
7902: T8_2H_DAGGERPAIR@4                                               : Elder's Dagger Pair 7901
7903: T4_2H_CLAWPAIR                                                   : Adept's Claws       7902
7904: T4_2H_CLAWPAIR@1                                                 : Adept's Claws       7903
7905: T4_2H_CLAWPAIR@2                                                 : Adept's Claws       7904
7906: T4_2H_CLAWPAIR@3                                                 : Adept's Claws       7905
7907: T4_2H_CLAWPAIR@4                                                 : Adept's Claws       7906
7908: T5_2H_CLAWPAIR                                                   : Expert's Claws      7907
7909: T5_2H_CLAWPAIR@1                                                 : Expert's Claws      7908
7910: T5_2H_CLAWPAIR@2                                                 : Expert's Claws      7909
7911: T5_2H_CLAWPAIR@3                                                 : Expert's Claws      7910
7912: T5_2H_CLAWPAIR@4                                                 : Expert's Claws      7911
7913: T6_2H_CLAWPAIR                                                   : Master's Claws      7912
7914: T6_2H_CLAWPAIR@1                                                 : Master's Claws      7913
7915: T6_2H_CLAWPAIR@2                                                 : Master's Claws      7914
7916: T6_2H_CLAWPAIR@3                                                 : Master's Claws      7915
7917: T6_2H_CLAWPAIR@4                                                 : Master's Claws      7916
7918: T7_2H_CLAWPAIR                                                   : Grandmaster's Claws 7917
7919: T7_2H_CLAWPAIR@1                                                 : Grandmaster's Claws 7918
7920: T7_2H_CLAWPAIR@2                                                 : Grandmaster's Claws 7919
7921: T7_2H_CLAWPAIR@3                                                 : Grandmaster's Claws 7920
7922: T7_2H_CLAWPAIR@4                                                 : Grandmaster's Claws 7921
7923: T8_2H_CLAWPAIR                                                   : Elder's Claws       7922
7924: T8_2H_CLAWPAIR@1                                                 : Elder's Claws       7923
7925: T8_2H_CLAWPAIR@2                                                 : Elder's Claws       7924
7926: T8_2H_CLAWPAIR@3                                                 : Elder's Claws       7925
7927: T8_2H_CLAWPAIR@4                                                 : Elder's Claws       7926
7928: T4_MAIN_RAPIER_MORGANA                                           : Adept's Bloodletter 7927
7929: T4_MAIN_RAPIER_MORGANA@1                                         : Adept's Bloodletter 7928
7930: T4_MAIN_RAPIER_MORGANA@2                                         : Adept's Bloodletter 7929
7931: T4_MAIN_RAPIER_MORGANA@3                                         : Adept's Bloodletter 7930
7932: T4_MAIN_RAPIER_MORGANA@4                                         : Adept's Bloodletter 7931
7933: T5_MAIN_RAPIER_MORGANA                                           : Expert's Bloodletter7932
7934: T5_MAIN_RAPIER_MORGANA@1                                         : Expert's Bloodletter7933
7935: T5_MAIN_RAPIER_MORGANA@2                                         : Expert's Bloodletter7934
7936: T5_MAIN_RAPIER_MORGANA@3                                         : Expert's Bloodletter7935
7937: T5_MAIN_RAPIER_MORGANA@4                                         : Expert's Bloodletter7936
7938: T6_MAIN_RAPIER_MORGANA                                           : Master's Bloodletter7937
7939: T6_MAIN_RAPIER_MORGANA@1                                         : Master's Bloodletter7938
7940: T6_MAIN_RAPIER_MORGANA@2                                         : Master's Bloodletter7939
7941: T6_MAIN_RAPIER_MORGANA@3                                         : Master's Bloodletter7940
7942: T6_MAIN_RAPIER_MORGANA@4                                         : Master's Bloodletter7941
7943: T7_MAIN_RAPIER_MORGANA                                           : Grandmaster's Bloodl7942etter
7944: T7_MAIN_RAPIER_MORGANA@1                                         : Grandmaster's Bloodl7943etter
7945: T7_MAIN_RAPIER_MORGANA@2                                         : Grandmaster's Bloodl7944etter
7946: T7_MAIN_RAPIER_MORGANA@3                                         : Grandmaster's Bloodl7945etter
7947: T7_MAIN_RAPIER_MORGANA@4                                         : Grandmaster's Bloodl7946etter
7948: T8_MAIN_RAPIER_MORGANA                                           : Elder's Bloodletter 7947
7949: T8_MAIN_RAPIER_MORGANA@1                                         : Elder's Bloodletter 7948
7950: T8_MAIN_RAPIER_MORGANA@2                                         : Elder's Bloodletter 7949
7951: T8_MAIN_RAPIER_MORGANA@3                                         : Elder's Bloodletter 7950
7952: T8_MAIN_RAPIER_MORGANA@4                                         : Elder's Bloodletter 7951
7953: T4_MAIN_DAGGER_HELL                                              : Adept's Demonfang   7952
7954: T4_MAIN_DAGGER_HELL@1                                            : Adept's Demonfang   7953
7955: T4_MAIN_DAGGER_HELL@2                                            : Adept's Demonfang   7954
7956: T4_MAIN_DAGGER_HELL@3                                            : Adept's Demonfang   7955
7957: T4_MAIN_DAGGER_HELL@4                                            : Adept's Demonfang   7956
7958: T5_MAIN_DAGGER_HELL                                              : Expert's Demonfang  7957
7959: T5_MAIN_DAGGER_HELL@1                                            : Expert's Demonfang  7958
7960: T5_MAIN_DAGGER_HELL@2                                            : Expert's Demonfang  7959
7961: T5_MAIN_DAGGER_HELL@3                                            : Expert's Demonfang  7960
7962: T5_MAIN_DAGGER_HELL@4                                            : Expert's Demonfang  7961
7963: T6_MAIN_DAGGER_HELL                                              : Master's Demonfang  7962
7964: T6_MAIN_DAGGER_HELL@1                                            : Master's Demonfang  7963
7965: T6_MAIN_DAGGER_HELL@2                                            : Master's Demonfang  7964
7966: T6_MAIN_DAGGER_HELL@3                                            : Master's Demonfang  7965
7967: T6_MAIN_DAGGER_HELL@4                                            : Master's Demonfang  7966
7968: T7_MAIN_DAGGER_HELL                                              : Grandmaster's Demonf7967ang
7969: T7_MAIN_DAGGER_HELL@1                                            : Grandmaster's Demonf7968ang
7970: T7_MAIN_DAGGER_HELL@2                                            : Grandmaster's Demonf7969ang
7971: T7_MAIN_DAGGER_HELL@3                                            : Grandmaster's Demonf7970ang
7972: T7_MAIN_DAGGER_HELL@4                                            : Grandmaster's Demonf7971ang
7973: T8_MAIN_DAGGER_HELL                                              : Elder's Demonfang   7972
7974: T8_MAIN_DAGGER_HELL@1                                            : Elder's Demonfang   7973
7975: T8_MAIN_DAGGER_HELL@2                                            : Elder's Demonfang   7974
7976: T8_MAIN_DAGGER_HELL@3                                            : Elder's Demonfang   7975
7977: T8_MAIN_DAGGER_HELL@4                                            : Elder's Demonfang   7976
7978: T4_2H_IRONGAUNTLETS_HELL                                         : Adept's Black Hands 7977
7979: T4_2H_IRONGAUNTLETS_HELL@1                                       : Adept's Black Hands 7978
7980: T4_2H_IRONGAUNTLETS_HELL@2                                       : Adept's Black Hands 7979
7981: T4_2H_IRONGAUNTLETS_HELL@3                                       : Adept's Black Hands 7980
7982: T5_2H_IRONGAUNTLETS_HELL                                         : Expert's Black Hands7981
7983: T5_2H_IRONGAUNTLETS_HELL@1                                       : Expert's Black Hands7982
7984: T5_2H_IRONGAUNTLETS_HELL@2                                       : Expert's Black Hands7983
7985: T5_2H_IRONGAUNTLETS_HELL@3                                       : Expert's Black Hands7984
7986: T6_2H_IRONGAUNTLETS_HELL                                         : Master's Black Hands7985
7987: T6_2H_IRONGAUNTLETS_HELL@1                                       : Master's Black Hands7986
7988: T6_2H_IRONGAUNTLETS_HELL@2                                       : Master's Black Hands7987
7989: T6_2H_IRONGAUNTLETS_HELL@3                                       : Master's Black Hands7988
7990: T7_2H_IRONGAUNTLETS_HELL                                         : Grandmaster's Black 7989Hands
7991: T7_2H_IRONGAUNTLETS_HELL@1                                       : Grandmaster's Black 7990Hands
7992: T7_2H_IRONGAUNTLETS_HELL@2                                       : Grandmaster's Black 7991Hands
7993: T7_2H_IRONGAUNTLETS_HELL@3                                       : Grandmaster's Black 7992Hands
7994: T8_2H_IRONGAUNTLETS_HELL                                         : Elder's Black Hands 7993
7995: T8_2H_IRONGAUNTLETS_HELL@1                                       : Elder's Black Hands 7994
7996: T8_2H_IRONGAUNTLETS_HELL@2                                       : Elder's Black Hands 7995
7997: T8_2H_IRONGAUNTLETS_HELL@3                                       : Elder's Black Hands 7996
7998: T4_2H_DUALSICKLE_UNDEAD                                          : Adept's Deathgivers 7997
7999: T4_2H_DUALSICKLE_UNDEAD@1                                        : Adept's Deathgivers 7998
8000: T4_2H_DUALSICKLE_UNDEAD@2                                        : Adept's Deathgivers 7999
8001: T4_2H_DUALSICKLE_UNDEAD@3                                        : Adept's Deathgivers 8000
8002: T4_2H_DUALSICKLE_UNDEAD@4                                        : Adept's Deathgivers 8001
8003: T5_2H_DUALSICKLE_UNDEAD                                          : Expert's Deathgivers8002
8004: T5_2H_DUALSICKLE_UNDEAD@1                                        : Expert's Deathgivers8003
8005: T5_2H_DUALSICKLE_UNDEAD@2                                        : Expert's Deathgivers8004
8006: T5_2H_DUALSICKLE_UNDEAD@3                                        : Expert's Deathgivers8005
8007: T5_2H_DUALSICKLE_UNDEAD@4                                        : Expert's Deathgivers8006
8008: T6_2H_DUALSICKLE_UNDEAD                                          : Master's Deathgivers8007
8009: T6_2H_DUALSICKLE_UNDEAD@1                                        : Master's Deathgivers8008
8010: T6_2H_DUALSICKLE_UNDEAD@2                                        : Master's Deathgivers8009
8011: T6_2H_DUALSICKLE_UNDEAD@3                                        : Master's Deathgivers8010
8012: T6_2H_DUALSICKLE_UNDEAD@4                                        : Master's Deathgivers8011
8013: T7_2H_DUALSICKLE_UNDEAD                                          : Grandmaster's Deathg8012ivers
8014: T7_2H_DUALSICKLE_UNDEAD@1                                        : Grandmaster's Deathg8013ivers
8015: T7_2H_DUALSICKLE_UNDEAD@2                                        : Grandmaster's Deathg8014ivers
8016: T7_2H_DUALSICKLE_UNDEAD@3                                        : Grandmaster's Deathg8015ivers
8017: T7_2H_DUALSICKLE_UNDEAD@4                                        : Grandmaster's Deathg8016ivers
8018: T8_2H_DUALSICKLE_UNDEAD                                          : Elder's Deathgivers 8017
8019: T8_2H_DUALSICKLE_UNDEAD@1                                        : Elder's Deathgivers 8018
8020: T8_2H_DUALSICKLE_UNDEAD@2                                        : Elder's Deathgivers 8019
8021: T8_2H_DUALSICKLE_UNDEAD@3                                        : Elder's Deathgivers 8020
8022: T8_2H_DUALSICKLE_UNDEAD@4                                        : Elder's Deathgivers 8021
8023: T4_2H_DAGGER_KATAR_AVALON                                        : Adept's Bridled Fury8022
8024: T4_2H_DAGGER_KATAR_AVALON@1                                      : Adept's Bridled Fury8023
8025: T4_2H_DAGGER_KATAR_AVALON@2                                      : Adept's Bridled Fury8024
8026: T4_2H_DAGGER_KATAR_AVALON@3                                      : Adept's Bridled Fury8025
8027: T4_2H_DAGGER_KATAR_AVALON@4                                      : Adept's Bridled Fury8026
8028: T5_2H_DAGGER_KATAR_AVALON                                        : Expert's Bridled Fur8027y
8029: T5_2H_DAGGER_KATAR_AVALON@1                                      : Expert's Bridled Fur8028y
8030: T5_2H_DAGGER_KATAR_AVALON@2                                      : Expert's Bridled Fur8029y
8031: T5_2H_DAGGER_KATAR_AVALON@3                                      : Expert's Bridled Fur8030y
8032: T5_2H_DAGGER_KATAR_AVALON@4                                      : Expert's Bridled Fur8031y
8033: T6_2H_DAGGER_KATAR_AVALON                                        : Master's Bridled Fur8032y
8034: T6_2H_DAGGER_KATAR_AVALON@1                                      : Master's Bridled Fur8033y
8035: T6_2H_DAGGER_KATAR_AVALON@2                                      : Master's Bridled Fur8034y
8036: T6_2H_DAGGER_KATAR_AVALON@3                                      : Master's Bridled Fur8035y
8037: T6_2H_DAGGER_KATAR_AVALON@4                                      : Master's Bridled Fur8036y
8038: T7_2H_DAGGER_KATAR_AVALON                                        : Grandmaster's Bridle8037d Fury
8039: T7_2H_DAGGER_KATAR_AVALON@1                                      : Grandmaster's Bridle8038d Fury
8040: T7_2H_DAGGER_KATAR_AVALON@2                                      : Grandmaster's Bridle8039d Fury
8041: T7_2H_DAGGER_KATAR_AVALON@3                                      : Grandmaster's Bridle8040d Fury
8042: T7_2H_DAGGER_KATAR_AVALON@4                                      : Grandmaster's Bridle8041d Fury
8043: T8_2H_DAGGER_KATAR_AVALON                                        : Elder's Bridled Fury8042
8044: T8_2H_DAGGER_KATAR_AVALON@1                                      : Elder's Bridled Fury8043
8045: T8_2H_DAGGER_KATAR_AVALON@2                                      : Elder's Bridled Fury8044
8046: T8_2H_DAGGER_KATAR_AVALON@3                                      : Elder's Bridled Fury8045
8047: T8_2H_DAGGER_KATAR_AVALON@4                                      : Elder's Bridled Fury8046
8048: T4_2H_DAGGERPAIR_CRYSTAL                                         : Adept's Twin Slayers8047
8049: T4_2H_DAGGERPAIR_CRYSTAL@1                                       : Adept's Twin Slayers8048
8050: T4_2H_DAGGERPAIR_CRYSTAL@2                                       : Adept's Twin Slayers8049
8051: T4_2H_DAGGERPAIR_CRYSTAL@3                                       : Adept's Twin Slayers8050
8052: T4_2H_DAGGERPAIR_CRYSTAL@4                                       : Adept's Twin Slayers8051
8053: T5_2H_DAGGERPAIR_CRYSTAL                                         : Expert's Twin Slayer8052s
8054: T5_2H_DAGGERPAIR_CRYSTAL@1                                       : Expert's Twin Slayer8053s
8055: T5_2H_DAGGERPAIR_CRYSTAL@2                                       : Expert's Twin Slayer8054s
8056: T5_2H_DAGGERPAIR_CRYSTAL@3                                       : Expert's Twin Slayer8055s
8057: T5_2H_DAGGERPAIR_CRYSTAL@4                                       : Expert's Twin Slayer8056s
8058: T6_2H_DAGGERPAIR_CRYSTAL                                         : Master's Twin Slayer8057s
8059: T6_2H_DAGGERPAIR_CRYSTAL@1                                       : Master's Twin Slayer8058s
8060: T6_2H_DAGGERPAIR_CRYSTAL@2                                       : Master's Twin Slayer8059s
8061: T6_2H_DAGGERPAIR_CRYSTAL@3                                       : Master's Twin Slayer8060s
8062: T6_2H_DAGGERPAIR_CRYSTAL@4                                       : Master's Twin Slayer8061s
8063: T7_2H_DAGGERPAIR_CRYSTAL                                         : Grandmaster's Twin S8062layers
8064: T7_2H_DAGGERPAIR_CRYSTAL@1                                       : Grandmaster's Twin S8063layers
8065: T7_2H_DAGGERPAIR_CRYSTAL@2                                       : Grandmaster's Twin S8064layers
8066: T7_2H_DAGGERPAIR_CRYSTAL@3                                       : Grandmaster's Twin S8065layers
8067: T7_2H_DAGGERPAIR_CRYSTAL@4                                       : Grandmaster's Twin S8066layers
8068: T8_2H_DAGGERPAIR_CRYSTAL                                         : Elder's Twin Slayers8067
8069: T8_2H_DAGGERPAIR_CRYSTAL@1                                       : Elder's Twin Slayers8068
8070: T8_2H_DAGGERPAIR_CRYSTAL@2                                       : Elder's Twin Slayers8069
8071: T8_2H_DAGGERPAIR_CRYSTAL@3                                       : Elder's Twin Slayers8070
8072: T8_2H_DAGGERPAIR_CRYSTAL@4                                       : Elder's Twin Slayers8071
8073: T3_MAIN_SPEAR                                                    : Journeyman's Spear  8072
8074: T4_MAIN_SPEAR                                                    : Adept's Spear       8073
8075: T4_MAIN_SPEAR@1                                                  : Adept's Spear       8074
8076: T4_MAIN_SPEAR@2                                                  : Adept's Spear       8075
8077: T4_MAIN_SPEAR@3                                                  : Adept's Spear       8076
8078: T4_MAIN_SPEAR@4                                                  : Adept's Spear       8077
8079: T5_MAIN_SPEAR                                                    : Expert's Spear      8078
8080: T5_MAIN_SPEAR@1                                                  : Expert's Spear      8079
8081: T5_MAIN_SPEAR@2                                                  : Expert's Spear      8080
8082: T5_MAIN_SPEAR@3                                                  : Expert's Spear      8081
8083: T5_MAIN_SPEAR@4                                                  : Expert's Spear      8082
8084: T6_MAIN_SPEAR                                                    : Master's Spear      8083
8085: T6_MAIN_SPEAR@1                                                  : Master's Spear      8084
8086: T6_MAIN_SPEAR@2                                                  : Master's Spear      8085
8087: T6_MAIN_SPEAR@3                                                  : Master's Spear      8086
8088: T6_MAIN_SPEAR@4                                                  : Master's Spear      8087
8089: T7_MAIN_SPEAR                                                    : Grandmaster's Spear 8088
8090: T7_MAIN_SPEAR@1                                                  : Grandmaster's Spear 8089
8091: T7_MAIN_SPEAR@2                                                  : Grandmaster's Spear 8090
8092: T7_MAIN_SPEAR@3                                                  : Grandmaster's Spear 8091
8093: T7_MAIN_SPEAR@4                                                  : Grandmaster's Spear 8092
8094: T8_MAIN_SPEAR                                                    : Elder's Spear       8093
8095: T8_MAIN_SPEAR@1                                                  : Elder's Spear       8094
8096: T8_MAIN_SPEAR@2                                                  : Elder's Spear       8095
8097: T8_MAIN_SPEAR@3                                                  : Elder's Spear       8096
8098: T8_MAIN_SPEAR@4                                                  : Elder's Spear       8097
8099: T4_2H_SPEAR                                                      : Adept's Pike        8098
8100: T4_2H_SPEAR@1                                                    : Adept's Pike        8099
8101: T4_2H_SPEAR@2                                                    : Adept's Pike        8100
8102: T4_2H_SPEAR@3                                                    : Adept's Pike        8101
8103: T4_2H_SPEAR@4                                                    : Adept's Pike        8102
8104: T5_2H_SPEAR                                                      : Expert's Pike       8103
8105: T5_2H_SPEAR@1                                                    : Expert's Pike       8104
8106: T5_2H_SPEAR@2                                                    : Expert's Pike       8105
8107: T5_2H_SPEAR@3                                                    : Expert's Pike       8106
8108: T5_2H_SPEAR@4                                                    : Expert's Pike       8107
8109: T6_2H_SPEAR                                                      : Master's Pike       8108
8110: T6_2H_SPEAR@1                                                    : Master's Pike       8109
8111: T6_2H_SPEAR@2                                                    : Master's Pike       8110
8112: T6_2H_SPEAR@3                                                    : Master's Pike       8111
8113: T6_2H_SPEAR@4                                                    : Master's Pike       8112
8114: T7_2H_SPEAR                                                      : Grandmaster's Pike  8113
8115: T7_2H_SPEAR@1                                                    : Grandmaster's Pike  8114
8116: T7_2H_SPEAR@2                                                    : Grandmaster's Pike  8115
8117: T7_2H_SPEAR@3                                                    : Grandmaster's Pike  8116
8118: T7_2H_SPEAR@4                                                    : Grandmaster's Pike  8117
8119: T8_2H_SPEAR                                                      : Elder's Pike        8118
8120: T8_2H_SPEAR@1                                                    : Elder's Pike        8119
8121: T8_2H_SPEAR@2                                                    : Elder's Pike        8120
8122: T8_2H_SPEAR@3                                                    : Elder's Pike        8121
8123: T8_2H_SPEAR@4                                                    : Elder's Pike        8122
8124: T4_2H_GLAIVE                                                     : Adept's Glaive      8123
8125: T4_2H_GLAIVE@1                                                   : Adept's Glaive      8124
8126: T4_2H_GLAIVE@2                                                   : Adept's Glaive      8125
8127: T4_2H_GLAIVE@3                                                   : Adept's Glaive      8126
8128: T4_2H_GLAIVE@4                                                   : Adept's Glaive      8127
8129: T5_2H_GLAIVE                                                     : Expert's Glaive     8128
8130: T5_2H_GLAIVE@1                                                   : Expert's Glaive     8129
8131: T5_2H_GLAIVE@2                                                   : Expert's Glaive     8130
8132: T5_2H_GLAIVE@3                                                   : Expert's Glaive     8131
8133: T5_2H_GLAIVE@4                                                   : Expert's Glaive     8132
8134: T6_2H_GLAIVE                                                     : Master's Glaive     8133
8135: T6_2H_GLAIVE@1                                                   : Master's Glaive     8134
